Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
25,26,5,5,20,21,35,Train/35/00035_00013_00000.png
28,29,6,6,23,23,35,Train/35/00035_00013_00004.png
29,30,5,6,24,25,35,Train/35/00035_00013_00008.png
35,35,6,6,30,30,35,Train/35/00035_00013_00011.png
40,40,6,6,35,35,35,Train/35/00035_00013_00015.png
41,42,5,6,36,37,35,Train/35/00035_00013_00017.png
57,56,6,6,51,51,35,Train/35/00035_00013_00022.png
67,69,6,7,61,63,35,Train/35/00035_00013_00024.png
83,83,7,7,76,76,35,Train/35/00035_00013_00026.png
96,95,8,8,87,87,35,Train/35/00035_00013_00027.png
31,33,5,6,26,27,35,Train/35/00035_00014_00004.png
36,36,6,6,31,31,35,Train/35/00035_00014_00009.png
37,37,6,6,32,32,35,Train/35/00035_00014_00010.png
40,40,6,6,35,35,35,Train/35/00035_00014_00012.png
41,41,5,5,36,36,35,Train/35/00035_00014_00015.png
44,43,6,5,39,38,35,Train/35/00035_00014_00016.png
45,46,5,6,40,41,35,Train/35/00035_00014_00018.png
51,52,6,6,46,47,35,Train/35/00035_00014_00021.png
64,65,5,6,59,59,35,Train/35/00035_00014_00025.png
92,93,8,8,84,85,35,Train/35/00035_00014_00029.png
29,31,6,6,24,26,35,Train/35/00035_00015_00001.png
30,31,5,5,25,26,35,Train/35/00035_00015_00002.png
33,34,6,6,28,29,35,Train/35/00035_00015_00005.png
39,38,6,5,34,33,35,Train/35/00035_00015_00011.png
42,42,5,5,37,37,35,Train/35/00035_00015_00014.png
42,43,5,6,37,38,35,Train/35/00035_00015_00015.png
45,45,6,6,39,40,35,Train/35/00035_00015_00016.png
47,47,6,6,42,42,35,Train/35/00035_00015_00017.png
52,50,6,5,46,45,35,Train/35/00035_00015_00019.png
38,38,6,5,33,33,35,Train/35/00035_00016_00000.png
39,39,6,5,34,34,35,Train/35/00035_00016_00001.png
42,43,5,6,37,38,35,Train/35/00035_00016_00006.png
46,47,5,6,41,42,35,Train/35/00035_00016_00010.png
48,47,6,5,43,42,35,Train/35/00035_00016_00011.png
59,59,6,6,54,54,35,Train/35/00035_00016_00017.png
61,61,6,6,56,56,35,Train/35/00035_00016_00018.png
84,84,8,7,77,77,35,Train/35/00035_00016_00024.png
128,123,12,10,117,113,35,Train/35/00035_00016_00029.png
36,36,6,5,31,31,35,Train/35/00035_00017_00003.png
38,41,5,6,33,36,35,Train/35/00035_00017_00008.png
51,53,5,5,46,48,35,Train/35/00035_00017_00017.png
95,94,8,9,86,85,35,Train/35/00035_00017_00025.png
28,27,5,6,23,22,35,Train/35/00035_00018_00000.png
31,30,6,5,26,25,35,Train/35/00035_00018_00003.png
32,33,5,6,26,28,35,Train/35/00035_00018_00006.png
39,40,6,6,34,35,35,Train/35/00035_00018_00014.png
45,47,6,6,40,42,35,Train/35/00035_00018_00023.png
28,31,5,6,23,26,35,Train/35/00035_00019_00008.png
31,33,6,6,26,27,35,Train/35/00035_00019_00010.png
37,36,6,5,31,31,35,Train/35/00035_00019_00016.png
46,47,5,5,41,42,35,Train/35/00035_00019_00024.png
56,57,5,6,51,52,35,Train/35/00035_00019_00027.png
29,30,5,6,24,25,35,Train/35/00035_00020_00000.png
30,29,6,5,25,24,35,Train/35/00035_00020_00001.png
32,31,6,5,27,26,35,Train/35/00035_00020_00003.png
33,33,5,5,28,28,35,Train/35/00035_00020_00008.png
35,36,5,6,30,31,35,Train/35/00035_00020_00010.png
47,47,5,5,42,42,35,Train/35/00035_00020_00019.png
48,48,5,5,43,43,35,Train/35/00035_00020_00020.png
81,81,8,8,74,74,35,Train/35/00035_00020_00029.png
28,28,6,5,23,23,35,Train/35/00035_00021_00002.png
32,33,6,6,27,28,35,Train/35/00035_00021_00005.png
32,33,6,6,27,28,35,Train/35/00035_00021_00008.png
32,33,6,6,27,28,35,Train/35/00035_00021_00009.png
31,32,5,5,26,27,35,Train/35/00035_00021_00010.png
33,33,6,5,28,28,35,Train/35/00035_00021_00011.png
33,35,5,6,28,30,35,Train/35/00035_00021_00012.png
44,44,5,5,39,39,35,Train/35/00035_00021_00019.png
64,65,5,6,59,60,35,Train/35/00035_00021_00024.png
83,82,8,8,76,75,35,Train/35/00035_00021_00026.png
96,94,8,8,88,86,35,Train/35/00035_00021_00027.png
39,39,5,5,34,34,35,Train/35/00035_00022_00002.png
40,41,5,6,35,36,35,Train/35/00035_00022_00005.png
42,43,5,6,37,38,35,Train/35/00035_00022_00011.png
45,44,6,6,40,39,35,Train/35/00035_00022_00015.png
54,54,6,6,49,49,35,Train/35/00035_00022_00029.png
32,32,6,5,27,27,35,Train/35/00035_00023_00005.png
36,35,6,5,31,30,35,Train/35/00035_00023_00010.png
38,39,5,5,33,34,35,Train/35/00035_00023_00014.png
40,40,6,5,35,35,35,Train/35/00035_00023_00015.png
45,45,5,5,40,40,35,Train/35/00035_00023_00018.png
53,52,5,6,48,47,35,Train/35/00035_00023_00021.png
56,55,5,5,51,50,35,Train/35/00035_00023_00022.png
79,76,7,7,72,70,35,Train/35/00035_00023_00026.png
92,86,8,8,84,79,35,Train/35/00035_00023_00027.png
125,120,11,10,115,110,35,Train/35/00035_00023_00029.png
31,32,6,5,26,27,35,Train/35/00035_00024_00003.png
33,33,6,5,28,28,35,Train/35/00035_00024_00008.png
34,36,5,5,29,31,35,Train/35/00035_00024_00011.png
39,42,5,6,34,37,35,Train/35/00035_00024_00017.png
40,43,5,6,35,38,35,Train/35/00035_00024_00018.png
43,45,6,6,38,40,35,Train/35/00035_00024_00020.png
50,55,5,6,45,50,35,Train/35/00035_00024_00026.png
55,56,6,6,50,51,35,Train/35/00035_00024_00028.png
33,34,6,5,28,29,35,Train/35/00035_00025_00006.png
41,40,5,5,36,35,35,Train/35/00035_00025_00014.png
46,46,6,6,41,41,35,Train/35/00035_00025_00017.png
58,56,6,5,53,51,35,Train/35/00035_00025_00021.png
61,60,6,6,55,54,35,Train/35/00035_00025_00022.png
83,82,7,7,75,75,35,Train/35/00035_00025_00026.png
88,88,7,7,81,81,35,Train/35/00035_00025_00027.png
116,116,11,11,106,106,35,Train/35/00035_00025_00029.png
40,40,5,5,35,35,35,Train/35/00035_00026_00011.png
41,41,6,6,36,36,35,Train/35/00035_00026_00012.png
49,49,6,6,44,44,35,Train/35/00035_00026_00018.png
52,51,6,5,47,46,35,Train/35/00035_00026_00019.png
57,55,6,5,52,50,35,Train/35/00035_00026_00021.png
85,83,7,8,78,76,35,Train/35/00035_00026_00025.png
117,120,10,11,107,110,35,Train/35/00035_00026_00028.png
130,131,11,11,119,120,35,Train/35/00035_00026_00029.png
25,26,5,5,20,20,35,Train/35/00035_00027_00000.png
28,27,6,5,23,22,35,Train/35/00035_00027_00001.png
31,32,6,6,26,27,35,Train/35/00035_00027_00005.png
39,38,6,5,34,33,35,Train/35/00035_00027_00016.png
43,45,5,5,38,39,35,Train/35/00035_00027_00025.png
45,45,6,5,40,40,35,Train/35/00035_00027_00027.png
27,26,5,5,21,21,35,Train/35/00035_00028_00001.png
28,27,6,5,23,22,35,Train/35/00035_00028_00002.png
31,32,6,6,26,27,35,Train/35/00035_00028_00007.png
38,39,5,5,33,34,35,Train/35/00035_00028_00013.png
41,40,6,6,35,34,35,Train/35/00035_00029_00002.png
40,38,5,5,34,33,35,Train/35/00035_00029_00003.png
41,38,6,5,36,33,35,Train/35/00035_00029_00004.png
45,43,6,5,40,38,35,Train/35/00035_00029_00010.png
47,49,6,6,42,43,35,Train/35/00035_00029_00015.png
51,53,5,5,45,47,35,Train/35/00035_00029_00020.png
57,60,6,6,52,54,35,Train/35/00035_00029_00026.png
63,63,6,6,58,58,35,Train/35/00035_00029_00029.png
27,30,5,6,22,24,35,Train/35/00035_00030_00007.png
30,32,5,6,25,27,35,Train/35/00035_00030_00010.png
32,33,5,5,27,27,35,Train/35/00035_00030_00012.png
38,38,5,6,33,33,35,Train/35/00035_00030_00016.png
58,53,6,5,52,48,35,Train/35/00035_00030_00024.png
69,61,6,5,62,56,35,Train/35/00035_00030_00026.png
26,26,5,6,20,21,35,Train/35/00035_00031_00000.png
28,26,6,5,23,21,35,Train/35/00035_00031_00001.png
29,29,6,6,24,24,35,Train/35/00035_00031_00006.png
29,29,6,6,24,24,35,Train/35/00035_00031_00007.png
32,31,6,6,26,26,35,Train/35/00035_00031_00010.png
32,33,5,6,26,27,35,Train/35/00035_00031_00011.png
35,37,5,6,30,32,35,Train/35/00035_00031_00016.png
36,37,6,6,31,32,35,Train/35/00035_00031_00017.png
36,37,6,5,31,31,35,Train/35/00035_00031_00018.png
41,44,5,6,36,39,35,Train/35/00035_00031_00022.png
48,51,6,6,43,46,35,Train/35/00035_00031_00025.png
60,64,5,6,54,58,35,Train/35/00035_00031_00029.png
29,29,6,6,24,24,35,Train/35/00035_00032_00004.png
29,30,5,6,24,25,35,Train/35/00035_00032_00005.png
34,35,5,6,29,30,35,Train/35/00035_00032_00011.png
37,37,6,6,32,32,35,Train/35/00035_00032_00012.png
46,46,6,5,41,41,35,Train/35/00035_00032_00020.png
68,72,7,6,62,66,35,Train/35/00035_00032_00029.png
27,28,6,5,22,22,35,Train/35/00035_00033_00001.png
28,29,5,6,22,24,35,Train/35/00035_00033_00004.png
28,29,5,5,23,24,35,Train/35/00035_00033_00005.png
29,31,5,5,24,25,35,Train/35/00035_00033_00007.png
32,33,5,5,27,28,35,Train/35/00035_00033_00009.png
34,33,6,5,29,28,35,Train/35/00035_00033_00010.png
42,45,5,6,37,40,35,Train/35/00035_00033_00015.png
51,53,5,5,45,48,35,Train/35/00035_00033_00020.png
34,36,6,6,29,31,35,Train/35/00035_00034_00006.png
37,39,6,5,31,33,35,Train/35/00035_00034_00011.png
37,39,6,5,32,34,35,Train/35/00035_00034_00012.png
39,41,6,5,34,36,35,Train/35/00035_00034_00018.png
39,44,6,5,34,39,35,Train/35/00035_00034_00022.png
39,46,5,6,33,40,35,Train/35/00035_00034_00023.png
41,46,6,5,35,40,35,Train/35/00035_00034_00024.png
41,46,5,5,35,41,35,Train/35/00035_00034_00025.png
32,31,6,6,27,26,35,Train/35/00035_00035_00006.png
33,32,5,5,27,26,35,Train/35/00035_00035_00008.png
35,35,6,6,30,29,35,Train/35/00035_00035_00010.png
37,36,5,6,32,31,35,Train/35/00035_00035_00016.png
39,39,5,6,33,33,35,Train/35/00035_00035_00017.png
39,38,5,5,34,33,35,Train/35/00035_00035_00018.png
75,73,7,7,69,67,35,Train/35/00035_00035_00028.png
29,31,5,6,24,26,35,Train/35/00035_00036_00005.png
28,30,5,6,23,25,35,Train/35/00035_00036_00006.png
30,31,5,5,25,26,35,Train/35/00035_00036_00009.png
32,33,5,5,27,28,35,Train/35/00035_00036_00011.png
36,36,6,6,31,31,35,Train/35/00035_00036_00013.png
36,37,5,6,31,32,35,Train/35/00035_00036_00014.png
39,39,5,6,34,34,35,Train/35/00035_00036_00015.png
41,40,5,5,36,35,35,Train/35/00035_00036_00017.png
88,82,8,8,81,75,35,Train/35/00035_00036_00029.png
34,39,5,6,28,33,35,Train/35/00035_00037_00001.png
38,43,5,5,33,38,35,Train/35/00035_00037_00007.png
40,46,5,6,34,40,35,Train/35/00035_00037_00009.png
40,45,5,5,35,40,35,Train/35/00035_00037_00010.png
50,54,6,6,44,49,35,Train/35/00035_00037_00018.png
58,62,5,5,53,57,35,Train/35/00035_00037_00023.png
63,70,5,6,58,64,35,Train/35/00035_00037_00026.png
70,75,7,7,64,69,35,Train/35/00035_00037_00027.png
33,35,6,6,28,29,35,Train/35/00035_00038_00011.png
34,36,5,6,29,31,35,Train/35/00035_00038_00013.png
37,36,6,5,31,31,35,Train/35/00035_00038_00015.png
41,42,6,6,35,37,35,Train/35/00035_00038_00019.png
45,47,6,5,40,42,35,Train/35/00035_00038_00022.png
49,54,5,6,44,49,35,Train/35/00035_00038_00025.png
30,30,5,5,25,25,35,Train/35/00035_00039_00001.png
33,33,5,5,28,28,35,Train/35/00035_00039_00003.png
35,35,5,5,30,30,35,Train/35/00035_00039_00007.png
36,35,6,5,31,30,35,Train/35/00035_00039_00010.png
38,39,5,6,33,34,35,Train/35/00035_00039_00012.png
44,43,6,5,39,38,35,Train/35/00035_00039_00015.png
58,59,5,5,53,54,35,Train/35/00035_00039_00020.png
62,62,6,5,57,57,35,Train/35/00035_00039_00021.png
72,72,7,6,66,66,35,Train/35/00035_00039_00023.png
89,92,8,9,82,84,35,Train/35/00035_00039_00026.png
37,37,6,6,32,32,36,Train/36/00036_00000_00006.png
52,51,6,5,47,46,36,Train/36/00036_00000_00017.png
54,53,6,5,49,48,36,Train/36/00036_00000_00022.png
30,32,6,6,28,27,36,Train/36/00036_00001_00000.png
33,31,6,5,28,26,36,Train/36/00036_00001_00001.png
33,33,5,6,28,28,36,Train/36/00036_00001_00004.png
37,36,5,5,31,31,36,Train/36/00036_00001_00010.png
38,38,6,5,33,33,36,Train/36/00036_00001_00012.png
39,40,6,6,33,34,36,Train/36/00036_00001_00013.png
39,40,6,6,34,35,36,Train/36/00036_00001_00014.png
40,41,6,6,35,36,36,Train/36/00036_00001_00015.png
42,43,6,6,37,38,36,Train/36/00036_00001_00016.png
50,48,6,5,44,43,36,Train/36/00036_00001_00020.png
56,56,5,6,50,51,36,Train/36/00036_00001_00023.png
80,82,7,7,73,75,36,Train/36/00036_00001_00028.png
92,95,9,8,84,86,36,Train/36/00036_00001_00029.png
56,54,6,5,50,49,36,Train/36/00036_00002_00017.png
59,57,6,5,53,51,36,Train/36/00036_00002_00018.png
60,62,6,6,55,57,36,Train/36/00036_00002_00020.png
64,65,5,5,59,59,36,Train/36/00036_00002_00021.png
70,70,7,7,64,64,36,Train/36/00036_00002_00023.png
69,70,6,6,63,64,36,Train/36/00036_00002_00026.png
33,34,5,6,28,29,36,Train/36/00036_00003_00011.png
36,37,6,6,31,32,36,Train/36/00036_00003_00013.png
42,43,6,6,37,37,36,Train/36/00036_00003_00018.png
51,51,5,5,46,46,36,Train/36/00036_00003_00022.png
60,65,5,6,55,59,36,Train/36/00036_00003_00025.png
76,85,6,8,70,78,36,Train/36/00036_00003_00027.png
85,93,8,9,78,85,36,Train/36/00036_00003_00028.png
28,29,6,5,23,24,36,Train/36/00036_00004_00001.png
29,30,6,6,24,25,36,Train/36/00036_00004_00002.png
31,31,6,5,26,26,36,Train/36/00036_00004_00004.png
33,33,6,6,28,28,36,Train/36/00036_00004_00005.png
34,34,6,5,29,29,36,Train/36/00036_00004_00007.png
35,35,6,6,30,30,36,Train/36/00036_00004_00008.png
36,37,5,6,31,32,36,Train/36/00036_00004_00009.png
37,38,5,5,31,32,36,Train/36/00036_00004_00011.png
41,44,6,6,36,38,36,Train/36/00036_00004_00018.png
44,48,5,6,38,42,36,Train/36/00036_00004_00023.png
51,55,5,6,46,50,36,Train/36/00036_00004_00027.png
34,35,5,6,28,29,36,Train/36/00036_00005_00006.png
37,36,6,5,32,31,36,Train/36/00036_00005_00010.png
57,56,5,5,52,51,36,Train/36/00036_00005_00023.png
71,71,6,7,65,65,36,Train/36/00036_00005_00027.png
76,73,7,6,70,67,36,Train/36/00036_00005_00028.png
29,30,5,6,24,25,36,Train/36/00036_00006_00000.png
29,30,5,6,24,25,36,Train/36/00036_00006_00002.png
33,34,5,6,28,29,36,Train/36/00036_00006_00005.png
34,33,6,5,29,28,36,Train/36/00036_00006_00006.png
36,36,5,5,31,31,36,Train/36/00036_00006_00011.png
38,37,6,5,33,32,36,Train/36/00036_00006_00013.png
43,43,5,5,38,38,36,Train/36/00036_00006_00017.png
48,48,6,6,43,43,36,Train/36/00036_00006_00019.png
53,53,5,5,48,48,36,Train/36/00036_00006_00021.png
110,110,10,9,101,101,36,Train/36/00036_00006_00029.png
31,31,5,5,26,26,36,Train/36/00036_00007_00002.png
32,33,6,6,27,28,36,Train/36/00036_00007_00010.png
31,32,5,5,26,27,36,Train/36/00036_00007_00011.png
27,26,5,5,22,21,36,Train/36/00036_00008_00001.png
26,29,5,6,21,24,36,Train/36/00036_00008_00003.png
28,28,6,5,23,23,36,Train/36/00036_00008_00004.png
35,33,6,5,29,28,36,Train/36/00036_00008_00011.png
38,38,6,6,32,33,36,Train/36/00036_00008_00014.png
48,48,6,6,43,43,36,Train/36/00036_00008_00020.png
54,55,5,6,49,50,36,Train/36/00036_00008_00022.png
69,70,6,7,63,64,36,Train/36/00036_00008_00025.png
76,80,6,8,70,73,36,Train/36/00036_00008_00026.png
91,88,8,7,83,81,36,Train/36/00036_00008_00027.png
107,105,10,10,98,96,36,Train/36/00036_00008_00028.png
27,27,6,5,22,22,36,Train/36/00036_00009_00000.png
28,30,5,6,23,25,36,Train/36/00036_00009_00004.png
29,30,5,6,23,25,36,Train/36/00036_00009_00007.png
30,29,6,5,25,24,36,Train/36/00036_00009_00008.png
30,32,5,6,25,27,36,Train/36/00036_00009_00011.png
52,53,6,6,46,47,36,Train/36/00036_00009_00023.png
30,30,5,5,25,25,36,Train/36/00036_00010_00001.png
30,31,5,6,25,26,36,Train/36/00036_00010_00002.png
31,32,6,5,26,27,36,Train/36/00036_00010_00003.png
31,32,6,6,26,27,36,Train/36/00036_00010_00005.png
33,34,6,6,27,28,36,Train/36/00036_00010_00007.png
33,35,6,6,28,29,36,Train/36/00036_00010_00009.png
36,38,5,5,31,32,36,Train/36/00036_00010_00016.png
43,43,6,5,37,37,36,Train/36/00036_00010_00019.png
43,43,6,5,38,38,36,Train/36/00036_00010_00020.png
85,86,7,7,78,79,36,Train/36/00036_00010_00029.png
30,31,5,6,25,26,36,Train/36/00036_00011_00000.png
32,31,6,5,26,25,36,Train/36/00036_00011_00002.png
36,35,6,5,30,29,36,Train/36/00036_00011_00007.png
38,38,6,5,33,32,36,Train/36/00036_00011_00012.png
40,40,6,6,35,35,36,Train/36/00036_00011_00014.png
56,57,5,6,51,52,36,Train/36/00036_00011_00022.png
100,99,9,8,92,91,36,Train/36/00036_00011_00028.png
56,56,6,6,51,51,36,Train/36/00036_00012_00003.png
56,55,6,6,51,50,36,Train/36/00036_00012_00005.png
57,56,5,5,51,51,36,Train/36/00036_00012_00014.png
56,56,5,5,51,51,36,Train/36/00036_00012_00015.png
57,57,5,6,52,52,36,Train/36/00036_00012_00016.png
39,38,6,5,34,33,37,Train/37/00037_00000_00002.png
46,46,6,6,41,41,37,Train/37/00037_00000_00021.png
54,51,6,5,48,46,37,Train/37/00037_00000_00027.png
32,32,6,6,27,27,37,Train/37/00037_00001_00003.png
31,32,5,6,26,27,37,Train/37/00037_00001_00005.png
37,37,6,6,31,31,37,Train/37/00037_00001_00009.png
98,98,9,9,90,90,37,Train/37/00037_00001_00028.png
26,26,5,5,21,21,37,Train/37/00037_00002_00000.png
28,27,6,5,23,22,37,Train/37/00037_00002_00002.png
29,30,5,6,24,25,37,Train/37/00037_00002_00005.png
32,31,5,5,27,26,37,Train/37/00037_00002_00006.png
43,42,6,6,38,37,37,Train/37/00037_00002_00012.png
54,51,5,5,49,46,37,Train/37/00037_00002_00016.png
60,56,6,5,55,51,37,Train/37/00037_00002_00017.png
69,68,6,7,63,62,37,Train/37/00037_00002_00019.png
76,72,7,6,70,66,37,Train/37/00037_00002_00020.png
86,85,7,7,79,78,37,Train/37/00037_00002_00022.png
28,27,6,5,23,22,37,Train/37/00037_00003_00000.png
32,31,6,5,26,25,37,Train/37/00037_00003_00003.png
34,34,6,6,29,29,37,Train/37/00037_00003_00008.png
37,36,6,6,31,31,37,Train/37/00037_00003_00012.png
44,44,6,6,39,39,37,Train/37/00037_00003_00018.png
44,45,5,6,39,40,37,Train/37/00037_00003_00019.png
64,63,5,5,59,58,37,Train/37/00037_00003_00027.png
80,75,7,7,72,69,37,Train/37/00037_00003_00029.png
26,27,5,5,21,22,37,Train/37/00037_00004_00002.png
26,28,5,6,21,22,37,Train/37/00037_00004_00003.png
27,28,5,6,22,23,37,Train/37/00037_00004_00005.png
49,51,5,6,43,45,37,Train/37/00037_00004_00023.png
55,57,6,6,50,52,37,Train/37/00037_00004_00026.png
57,59,5,5,51,54,37,Train/37/00037_00004_00027.png
64,69,6,7,59,63,37,Train/37/00037_00004_00029.png
40,41,5,6,34,35,37,Train/37/00037_00005_00003.png
41,43,5,5,36,38,37,Train/37/00037_00005_00005.png
43,45,6,6,38,40,37,Train/37/00037_00005_00007.png
48,48,6,5,43,43,37,Train/37/00037_00005_00009.png
49,49,5,5,43,44,37,Train/37/00037_00005_00010.png
52,53,6,6,46,47,37,Train/37/00037_00005_00011.png
61,61,6,6,56,56,37,Train/37/00037_00005_00015.png
76,81,6,8,70,74,37,Train/37/00037_00005_00021.png
86,85,8,7,78,77,37,Train/37/00037_00005_00023.png
93,95,8,9,85,87,37,Train/37/00037_00005_00025.png
111,107,10,9,102,98,37,Train/37/00037_00005_00028.png
115,111,10,9,105,102,37,Train/37/00037_00005_00029.png
42,45,5,6,37,40,37,Train/37/00037_00006_00005.png
42,47,5,6,37,41,37,Train/37/00037_00006_00006.png
51,57,5,6,46,51,37,Train/37/00037_00006_00013.png
57,60,5,5,52,54,37,Train/37/00037_00006_00016.png
72,73,7,7,66,67,37,Train/37/00037_00006_00023.png
71,76,6,6,65,69,37,Train/37/00037_00006_00025.png
80,84,7,7,73,77,37,Train/37/00037_00006_00027.png
80,85,7,7,73,77,37,Train/37/00037_00006_00028.png
27,28,5,5,22,23,38,Train/38/00038_00000_00003.png
33,36,5,6,28,31,38,Train/38/00038_00000_00009.png
37,37,5,6,31,32,38,Train/38/00038_00000_00012.png
38,39,5,6,33,34,38,Train/38/00038_00000_00013.png
43,43,5,5,38,38,38,Train/38/00038_00000_00016.png
51,51,5,5,45,45,38,Train/38/00038_00000_00020.png
63,64,5,5,58,59,38,Train/38/00038_00000_00024.png
76,79,6,7,70,72,38,Train/38/00038_00000_00026.png
28,36,5,6,23,31,38,Train/38/00038_00001_00001.png
34,42,5,5,29,37,38,Train/38/00038_00001_00008.png
35,44,5,6,29,38,38,Train/38/00038_00001_00009.png
36,45,6,5,31,39,38,Train/38/00038_00001_00010.png
36,44,5,5,31,39,38,Train/38/00038_00001_00011.png
40,53,6,6,35,48,38,Train/38/00038_00001_00015.png
43,57,5,6,38,52,38,Train/38/00038_00001_00017.png
53,69,6,6,48,63,38,Train/38/00038_00001_00021.png
54,72,5,6,49,66,38,Train/38/00038_00001_00022.png
57,75,6,6,52,69,38,Train/38/00038_00001_00023.png
74,97,6,9,68,88,38,Train/38/00038_00001_00026.png
38,38,6,6,33,33,38,Train/38/00038_00002_00006.png
51,54,5,6,46,48,38,Train/38/00038_00002_00015.png
52,53,5,5,47,48,38,Train/38/00038_00002_00016.png
68,68,7,6,62,62,38,Train/38/00038_00002_00023.png
85,87,8,8,78,79,38,Train/38/00038_00002_00028.png
37,38,5,5,31,32,38,Train/38/00038_00003_00002.png
39,41,5,6,33,36,38,Train/38/00038_00003_00006.png
43,45,6,6,37,39,38,Train/38/00038_00003_00011.png
42,44,5,5,37,38,38,Train/38/00038_00003_00012.png
48,51,5,6,42,46,38,Train/38/00038_00003_00018.png
54,57,5,6,49,52,38,Train/38/00038_00003_00023.png
72,73,7,7,65,67,38,Train/38/00038_00003_00029.png
29,28,6,5,24,23,38,Train/38/00038_00004_00001.png
31,32,6,5,25,26,38,Train/38/00038_00004_00004.png
32,36,5,6,27,31,38,Train/38/00038_00004_00009.png
36,37,5,5,30,32,38,Train/38/00038_00004_00014.png
37,39,6,5,32,33,38,Train/38/00038_00004_00015.png
42,46,5,6,37,41,38,Train/38/00038_00004_00019.png
44,46,6,5,39,41,38,Train/38/00038_00004_00020.png
49,53,6,6,44,48,38,Train/38/00038_00004_00023.png
26,27,5,5,21,22,38,Train/38/00038_00005_00001.png
30,31,6,5,25,26,38,Train/38/00038_00005_00005.png
29,32,5,6,24,27,38,Train/38/00038_00005_00006.png
35,35,6,5,30,30,38,Train/38/00038_00005_00010.png
36,36,6,6,31,31,38,Train/38/00038_00005_00012.png
36,36,6,5,31,30,38,Train/38/00038_00005_00013.png
40,42,6,6,35,36,38,Train/38/00038_00005_00016.png
49,50,5,5,44,45,38,Train/38/00038_00005_00021.png
54,55,5,5,48,50,38,Train/38/00038_00005_00023.png
59,62,5,6,53,56,38,Train/38/00038_00005_00025.png
61,75,5,7,55,68,38,Train/38/00038_00006_00004.png
62,74,6,6,57,67,38,Train/38/00038_00006_00006.png
62,73,6,6,57,67,38,Train/38/00038_00006_00007.png
71,85,7,8,65,78,38,Train/38/00038_00006_00018.png
73,94,6,8,67,86,38,Train/38/00038_00006_00024.png
74,95,7,9,68,87,38,Train/38/00038_00006_00025.png
76,97,7,8,69,89,38,Train/38/00038_00006_00029.png
35,37,5,6,29,32,38,Train/38/00038_00007_00007.png
39,40,6,6,33,35,38,Train/38/00038_00007_00011.png
73,77,7,7,67,71,38,Train/38/00038_00007_00025.png
83,85,8,8,76,78,38,Train/38/00038_00007_00026.png
27,28,5,5,21,23,38,Train/38/00038_00008_00002.png
29,29,6,5,24,23,38,Train/38/00038_00008_00003.png
29,30,5,6,24,25,38,Train/38/00038_00008_00004.png
32,32,6,5,27,26,38,Train/38/00038_00008_00013.png
32,33,5,6,27,28,38,Train/38/00038_00008_00015.png
33,33,6,6,28,28,38,Train/38/00038_00008_00016.png
35,35,5,5,30,30,38,Train/38/00038_00008_00021.png
40,39,6,5,35,34,38,Train/38/00038_00008_00027.png
40,40,6,6,35,35,38,Train/38/00038_00008_00028.png
40,42,5,6,35,37,38,Train/38/00038_00008_00029.png
35,34,6,5,30,29,38,Train/38/00038_00009_00003.png
33,33,5,5,28,28,38,Train/38/00038_00009_00004.png
35,35,5,6,30,30,38,Train/38/00038_00009_00005.png
40,41,6,5,35,36,38,Train/38/00038_00009_00012.png
45,46,6,5,40,41,38,Train/38/00038_00009_00017.png
48,50,5,5,43,45,38,Train/38/00038_00009_00019.png
50,52,6,6,45,47,38,Train/38/00038_00009_00020.png
53,55,6,6,48,50,38,Train/38/00038_00009_00021.png
81,85,8,8,74,78,38,Train/38/00038_00009_00029.png
28,27,6,5,23,22,38,Train/38/00038_00010_00002.png
29,29,6,6,24,24,38,Train/38/00038_00010_00003.png
31,30,6,5,26,25,38,Train/38/00038_00010_00007.png
30,32,5,6,25,26,38,Train/38/00038_00010_00009.png
34,34,6,6,29,29,38,Train/38/00038_00010_00012.png
36,38,5,6,31,33,38,Train/38/00038_00010_00017.png
44,43,6,5,39,38,38,Train/38/00038_00010_00022.png
46,44,6,5,41,39,38,Train/38/00038_00010_00024.png
52,51,5,5,47,46,38,Train/38/00038_00010_00028.png
39,42,5,5,34,37,38,Train/38/00038_00011_00006.png
43,45,5,6,37,40,38,Train/38/00038_00011_00009.png
50,52,6,5,45,47,38,Train/38/00038_00011_00014.png
62,64,5,6,56,58,38,Train/38/00038_00011_00022.png
67,68,6,6,61,61,38,Train/38/00038_00011_00023.png
27,26,6,6,21,21,38,Train/38/00038_00012_00000.png
29,30,5,6,24,25,38,Train/38/00038_00012_00011.png
31,29,6,5,26,24,38,Train/38/00038_00012_00013.png
33,35,5,6,28,29,38,Train/38/00038_00012_00020.png
43,44,6,6,37,38,38,Train/38/00038_00012_00026.png
49,48,6,6,43,43,38,Train/38/00038_00012_00029.png
26,28,6,6,21,22,38,Train/38/00038_00013_00000.png
36,38,6,6,31,32,38,Train/38/00038_00013_00016.png
38,40,5,6,33,34,38,Train/38/00038_00013_00019.png
28,29,5,5,23,24,38,Train/38/00038_00014_00005.png
29,29,6,5,24,24,38,Train/38/00038_00014_00006.png
28,30,5,5,23,25,38,Train/38/00038_00014_00008.png
31,34,5,5,26,29,38,Train/38/00038_00014_00014.png
44,48,5,5,38,43,38,Train/38/00038_00014_00021.png
49,52,5,5,43,46,38,Train/38/00038_00014_00023.png
